customer_id,age,gender,income,city,recency,frequency,monetary,aov,avg_days_between,engagement_score,cat_Electronics,cat_Fashion,cat_Grocery,cat_Home,cat_Sports,cat_Books,cat_Beauty
C100016,20,Male,19262,Hyderabad,235,9,1657.3762451748112,184.15291613053458,57.84463874735093,0.05612380606453671,0.1724454205080541,0.176276287310445,0.07950259052022107,0.02934874414922715,0.1889839133974351,0.27118161648117317,0.08226142763344446
C100017,39,Female,19980,Jaipur,44,4,258.5489526852508,64.6372381713127,2.3824145661219513,0.7714719356314463,0.0852852844420277,0.12462907498409569,0.2430772185895521,0.2601476515835892,0.07495386696150304,0.14160212840069322,0.07030477503853896
C100018,19,Female,51996,Bengaluru,18,6,1149.2234708121255,191.53724513535425,9.286264171470924,0.28639262028928153,0.049372036503945324,0.30751035175385655,0.2641955121784988,0.040343269649231385,0.12709853909190988,0.015986470022525626,0.19549382080003244
C100019,41,Male,26471,Kolkata,20,8,835.8459378809634,104.48074223512043,17.98554410309044,0.16840310501376568,0.08346501737729227,0.4510991708582862,0.033509205197218735,0.0343429438198197,0.11143424946029926,0.03550189600720089,0.2506475172798828
C100020,61,Male,8000,Jaipur,177,4,210.13933779400622,52.534834448501556,55.02354165056727,0.046577525011000064,0.028292244138354572,0.17212527246131273,0.10235586818417808,0.39968703409774575,0.023750411080213057,0.22769311567743147,0.046096054360764326
C100021,47,Male,37348,Pune,21,8,1605.228246128421,200.65353076605263,41.701319680216926,0.0748741397521131,0.1789036254814999,0.04211064174213074,0.02478211025183252,0.022203625357105725,0.24575517184992718,0.35379575606890246,0.13244906924860136
C100022,55,Female,114897,Hyderabad,5,5,1890.078987761716,378.0157975523432,65.97257791742334,0.041685112863212054,0.130833268224474,0.12376974958811095,0.006378666128567967,0.023593962040995623,0.3104778497665668,0.30505628624934517,0.09989021800193956
C100023,19,Male,124604,Pune,231,1,121.25892765573079,121.25892765573079,41.74197192225704,0.03961322101936698,0.16076520161521166,0.34664120983600755,0.0063182356048233235,0.19709393885575768,0.06501659698872062,0.14783474525712448,0.07633007184235467
C100024,38,Female,66260,Jaipur,325,5,751.4710031228327,150.29420062456654,5.531910728083947,0.42740318804800664,0.048441651514368585,0.05371969640685188,0.4053789846404526,0.03842484541793724,0.16305679688156366,0.04061575764556794,0.2503622674932581
C100025,50,Female,16592,Delhi,514,2,418.92580836500656,209.46290418250328,65.44017529933963,0.03158649535786171,0.0050430458566825985,0.16245089288558204,0.20672119220258514,0.16220143371791199,0.07884496964906502,0.3151213634780642,0.069617102210109
C100026,29,Male,26552,Mumbai,54,4,625.4729740292474,156.36824350731186,77.77929374232032,0.03312339814786011,0.04832009187404767,0.43214034269077833,0.02647413542735306,0.14124733820488586,0.19262841479598092,0.08341293371364995,0.0757767432933042
C100027,39,Female,52779,Chennai,288,6,1717.1077529330842,286.18462548884736,42.681083186900715,0.06744132549210104,0.10272183309227348,0.10098280614389023,0.2211536405106865,0.02256850602611625,0.017217759340706976,0.2980325583770898,0.23732289650923674
C100028,61,Male,34875,Delhi,20,6,1592.1035070822165,265.35058451370276,3.3505864253931454,0.6771294398062907,0.016785862362150607,0.20584418797238663,0.25648422275723437,0.09797906902227349,0.25895379498626203,0.05085044677250999,0.11310241612718283
C100029,42,Male,54903,Kolkata,593,5,1204.3190416627353,240.86380833254708,36.475832656127956,0.07449492836743024,0.023802639781179687,0.30836338979767575,0.39097188376424913,0.16138902912791686,0.05333846565082536,0.0612421764891738,0.0008924153889795677
C100030,66,Male,51299,Delhi,2,5,873.694741620179,174.7389483240358,18.968827722097654,0.13980587684367035,0.19057319631722774,0.025200121367184646,0.10007419725807278,0.28198944296478495,0.2335651661484491,0.12224654551350111,0.04635133043077972
C100031,44,Male,13266,Bengaluru,51,4,616.6984921784212,154.1746230446053,18.015789481312588,0.1372248002113442,0.14930402890048444,0.5353505854486554,0.16106079434293777,0.03231117159427789,0.06731801145904294,0.043771698529719766,0.010883709724881735
C100032,59,Female,48530,Jaipur,163,8,1644.2147652414865,205.5268456551858,30.12055372752061,0.10273675093733443,0.06416387685691977,0.2460446701022055,0.1962378212686029,0.11483666020156484,0.026153531861059304,0.3371847251319837,0.01537871457766407
C100033,45,Female,63889,Hyderabad,110,4,805.0467656481609,201.26169141204022,40.60299173446638,0.06272236211013373,0.12348217367486373,0.11488831515009236,0.2342827988013467,0.21443637728840756,0.2684724991158274,0.03886969346683705,0.0055681425026250266
C100034,33,Male,38782,Mumbai,61,5,1574.0130630202148,314.80261260404296,23.384578493550414,0.11448873188299973,0.043089774810408966,0.07402794471890903,0.5623088419079192,0.16906870523160825,0.031401455180528656,0.08078127553946775,0.03932200261115818
C100035,32,Other,78398,Jaipur,9,9,1200.0366628724046,133.33740698582272,18.85317691564531,0.16635045902358533,0.10966184681078503,0.33897912686515524,0.04588204969303817,0.010104463085407913,0.4005271888456756,0.028878515628677423,0.06596680907126064
C100036,64,Male,51671,Pune,364,3,934.9161626383689,311.6387208794563,26.677274824184295,0.08621854486319427,0.07054737667002538,0.10170279149599427,0.4642332235925479,0.1668354868863589,0.04399873272327997,0.012152362083133188,0.14053002654866042
C100037,68,Male,46091,Chennai,230,4,721.8148111262376,180.4537027815594,136.3242608484865,0.01900201680541476,0.03174022414258695,0.1604316484187078,0.2292947144634756,0.3677893481194368,0.02762972032411824,0.17685201115567387,0.006262333376000615
C100038,61,Male,51857,Chennai,9,7,1213.819983089787,173.40285472711244,10.269898611770197,0.27324483101060826,0.08086433863501027,0.15842339543297043,0.11289027762188432,0.08906488207363639,0.05197215934705817,0.23942925760770006,0.26735568928174025
C100039,69,Female,33765,Jaipur,167,4,919.3564551277295,229.83911378193238,6.7615368003916165,0.336201190504236,0.15886669890225433,0.29618843862467215,0.11924204560494546,0.04963093256999199,0.09117047947825271,0.26193933128844776,0.022962073531435624
C100040,20,Other,62175,Bengaluru,21,5,1074.3214318423902,214.86428636847805,22.678679692292416,0.11790182161790014,0.08631056379038149,0.02622684176945703,0.25825570909414824,0.10100640237326157,0.06542919340946499,0.304589918467223,0.15818137109606362
C100041,54,Female,24277,Bengaluru,397,12,2019.4133090674713,168.2844424222893,112.57526602579377,0.03138843061703162,0.047409796827764104,0.023832913248180036,0.24169763586793133,0.04526996473275943,0.35503148099042026,0.09417555189286651,0.19258265644007824
C100042,68,Female,121662,Chennai,8,6,956.3586908603488,159.39311514339147,13.509105008807934,0.20303872273768517,0.24931765359869593,0.04430793802402043,0.24032945445004722,0.018542335526261177,0.22695037851054917,0.107713210097812,0.11283902979261427
C100043,24,Male,110865,Pune,24,4,482.09971031239235,120.52492757809809,22.951881459646373,0.10894500779950948,0.3315417217845057,0.046904697826224896,0.09855241400441635,0.116166236809131,0.21040030396486922,0.13697383009090588,0.05946079551994694
C100044,38,Male,47686,Jaipur,177,3,565.4011113821045,188.46703712736817,16.555938277451215,0.13592519655784158,0.4174965955425396,0.012644450109013805,0.22518917094107724,0.1614458445867895,0.11424822152823863,0.042199609864322134,0.02677610742801902
C100045,26,Female,67085,Jaipur,2,7,1310.3003976480134,187.18577109257333,35.02282067115206,0.08548585269853469,0.015527573913606455,0.4550124223116285,0.10788541643777479,0.1128090136185173,0.12785986324770957,0.058357679707032276,0.12254803076373123
C100046,56,Female,68068,Kolkata,250,6,969.5756444668143,161.59594074446906,19.903268834391195,0.14093059666383576,0.03400559691478394,0.3988607546408932,0.014799739368591788,0.3557409658808346,0.06503780748214562,0.1064149576108231,0.025140178101927695
C100047,35,Male,67839,Chennai,36,9,636.1699117109147,70.68554574565718,108.58114579311379,0.030138260273617105,0.004331277847366595,0.5505934561297863,0.09345484135485542,0.024632851592759523,0.12069958485859218,0.1566620789240546,0.04962590929258573
C100048,21,Female,70546,Chennai,236,6,2100.7172533742296,350.11954222903825,9.546095218718984,0.27933657794274575,0.14725315849783757,0.24892027031916805,0.029486503947402508,0.05405931432848073,0.005232723645417041,0.32689488127755556,0.1881531479841385
C100049,42,Male,72692,Bengaluru,76,6,2117.398847644704,352.899807940784,1.0,1.4729550745276567,0.004379930586747335,0.0007749589076210121,0.4050726228238445,0.03652011758004931,0.285105826480055,0.21762461202406122,0.050521931597621764
C100050,31,Male,70800,Jaipur,7,5,1117.8386127819786,223.56772255639572,23.953726491171174,0.11187745726939027,0.09048433660663385,0.024819847951308843,0.35245379061132925,0.15643218643441045,0.23533308487874516,0.04626525791707876,0.0942114956004935
C100051,67,Female,26430,Delhi,93,2,444.45756999585984,222.22878499792992,45.198477891604014,0.04542600502103351,0.2601307734490773,0.10285593270131266,0.030551588143280173,0.207970129686682,0.2018853875406259,0.06012648455031741,0.13647970392870473
C100052,26,Female,63349,Delhi,153,2,201.77342058460562,100.88671029230281,15.275472858855792,0.1289432452665248,0.18136113524353267,0.20594798714965062,0.07960041774760897,0.3012030606845765,0.12124998568339256,0.1050025058382397,0.005634907652999068
C100053,43,Male,27661,Jaipur,91,2,460.88329159305647,230.44164579652823,13.361315098015837,0.14612953440162693,0.07027131080999202,0.00912800847890711,0.4752011947432307,0.017304677476509798,0.2387027051452426,0.1332043587591645,0.05618774458695317
C100054,19,Male,65696,Hyderabad,276,3,762.8926386210135,254.2975462070045,123.23392790606788,0.019208073038825157,0.4894239657156336,0.0663598170319787,0.06092374049678404,0.07090496446761463,0.0018222524310700407,0.0022350670210074136,0.3083301928359116
C100055,37,Female,78086,Mumbai,167,6,205.72844375148094,34.288073958580156,78.07847934210174,0.03725299441218386,0.0035415449691248704,0.029654047426702062,0.14486411857304832,0.39970287911784136,0.046492874055534324,0.20114749630122633,0.17459703955652292
C100056,45,Female,61251,Jaipur,15,7,843.3418308201245,120.47740440287494,80.03818760595692,0.037999881693473035,0.011827503140135831,0.170103813092414,0.0035421472683010344,0.3498656214505321,0.21558618712537403,0.048351534554210034,0.20072319336903302
C100057,64,Female,72454,Delhi,5,2,782.1846075397189,391.0923037698594,18.366456140692552,0.1083632582761764,0.1699956595195916,0.32402582627392995,0.03224583411177303,0.03838395045649232,0.1078525167370101,0.1451130000599593,0.18238321284124373
C100058,24,Female,56592,Pune,53,12,2858.231117619875,238.18592646832292,69.62573812890737,0.05047663149310704,0.20152892252117122,0.0678368765073875,0.018698924699275463,0.2922938268774895,0.03033014944099963,0.085498459918501,0.3038128400351757
C100059,61,Male,105475,Jaipur,146,5,370.42615960365947,74.0852319207319,131.33482951096266,0.021096180646809876,0.11445254757354309,0.2119828760051043,0.09122985272809268,0.005629970252030155,0.0658320784417582,0.08393067075751218,0.42694200424195944
C100060,25,Other,62318,Pune,233,4,415.923207370032,103.980801842508,140.2027492364041,0.01848007865672172,0.1342455748336542,0.2387715781536082,0.013633438159529136,0.16157791135983582,0.10320334201393679,0.3082201417640387,0.04034801371539728
C100061,64,Female,22441,Chennai,236,6,1031.0812799335772,171.84687998892954,152.7392441092009,0.019161731710888568,0.19702011051824606,0.2576142817070683,0.23347694747704603,0.0635551580372416,0.11174706675148863,0.036700538622756664,0.09988589688615261
C100062,52,Male,35410,Kolkata,8,0,50.0,50.0,64.08772481716183,0.015363880098883526,0.09895481363935481,0.05631327838464082,0.030575490748721335,0.18983765379276443,0.4919680344482187,0.0702467468622754,0.06210398212402462
C100063,31,Male,63034,Bengaluru,196,8,2252.130424971007,281.51630312137587,63.47683084759531,0.04958718558754134,0.4659536595936009,0.14458379012003203,0.019963465340989524,0.10929383823041472,0.07010667710708521,0.06615660457990478,0.12394196502797272
C100064,34,Male,89377,Chennai,40,7,671.3027971005359,95.90039958579085,79.7485940786411,0.03813616294892721,0.32600088705656716,0.10984528870321239,0.1043339008618443,0.37011874234188835,0.01985985018046781,0.055912236499058715,0.013929094356961325
C100065,53,Male,62058,Chennai,300,4,958.2730893027565,239.56827232568912,50.38963472421359,0.05077751430688015,0.054386850915152295,0.009151840713309758,0.026857064358197107,0.026744553462690175,0.17684908914908834,0.6602392518001456,0.04577134960141669
C100066,67,Female,56774,Pune,82,8,2341.452543531225,292.6815679414031,55.334760223576495,0.056754028323673565,0.24834013855785814,0.05608579409337412,0.3071347961978183,0.07855475104332076,0.02881059707393689,0.1245684281299116,0.15650549490378013
C100067,57,Female,16462,Chennai,19,4,1100.0222289878193,275.0055572469548,19.764576548402637,0.12566776434623886,0.24120340851325534,0.05545109692809931,0.1000687174927398,0.22128317478112455,0.22021645662908138,0.034427591197412406,0.12734955445828716
C100068,21,Female,106886,Mumbai,592,7,894.4751089282429,127.7821584183204,37.44075866833538,0.08010876081424609,0.09803947085523117,0.5385785843948779,0.11844400800047192,0.11315320776260687,0.037892066053812797,0.08317509831932197,0.010717564613677406
C100069,19,Male,10164,Pune,27,5,1134.659162227379,226.9318324454758,81.32453924877873,0.03391163187432561,0.24606182688622533,0.07981873537034996,0.030382040246338962,0.19038218721036182,0.2286860513521774,0.1693463263942394,0.055322832540306954
C100070,23,Female,8000,Kolkata,38,9,2803.4161931094286,311.4906881232698,9.617083269009369,0.31106331271170246,0.06493847423854013,0.026222838233059497,0.1090510263821231,0.29306295888344464,0.05181411437648922,0.4527600241376583,0.002150563748685147
C100071,59,Male,35893,Mumbai,90,12,1051.854153674462,87.65451280620516,43.450161388888944,0.08020104418232,0.33889320494055036,0.1621115733343943,0.11145765100780344,0.0039471653632380185,0.10649010130482203,0.18598752151328574,0.09111278253590599
C100072,21,Male,67777,Pune,3,2,236.92522322233285,118.46261161116642,69.72442467468997,0.0296730909911401,0.13424778809077226,0.12324947114745739,0.18150800804765033,0.13079004217871387,0.13493392254272812,0.1287215215148497,0.16654924647782826
C100073,46,Female,37999,Bengaluru,210,5,1960.2463069140226,392.0492613828045,61.34867931571427,0.044776561426288684,0.034949631824698374,0.22555100723471921,0.12977001127762758,0.013587929651339448,0.20668751195434032,0.1297438626056392,0.25971004545163595
C100074,35,Male,31511,Jaipur,72,7,1849.5077132306528,264.215387604379,19.320276830485483,0.15154525538057168,0.01894662511971431,0.2968933889377666,0.4310406491566032,0.031711120007299566,0.20420316742986178,0.0006276952060773077,0.016577354142677324
C100075,43,Female,25329,Pune,51,6,1597.4026494188001,266.23377490313334,59.77755926490804,0.048470359532128054,0.12006005170494571,0.1684996546349256,0.07235736636943246,0.08775474847652612,0.36856635250974956,0.1646336344961144,0.018128191808306337
C100076,61,Female,103031,Mumbai,69,7,1203.9540715309165,171.99343879013094,6.645869227112423,0.40275885582244425,0.05629429268285713,0.07490266444201786,0.10382498614145594,0.15162473442431956,0.5409535737916092,0.0042391078786846335,0.0681606406390557
C100077,51,Female,60058,Chennai,417,10,2627.890646990747,262.7890646990747,22.559428025842724,0.14422656055449068,0.10849226821331655,0.2701031784214076,0.10426414626123026,0.04265569170016403,0.2456158572578252,0.14866574509391497,0.08020311305214144
C100078,27,Male,76882,Mumbai,81,5,1120.6095054661218,224.12190109322438,16.645368550270362,0.15821485741567465,0.07979683958340535,0.5192300119389213,0.005359409434576212,0.011539332634394515,0.0921827187314797,0.12624536956232996,0.16564631811489278
C100079,53,Female,111716,Bengaluru,167,5,566.1633652094936,113.23267304189872,29.137004771554373,0.09263559834131668,0.20168546674209187,0.0547132498665622,0.11768186003345257,0.12601983971568234,0.25652883347115635,0.1652562675554158,0.07811448261563897
C100080,31,Other,110754,Mumbai,1,6,1515.869152945707,252.64485882428448,45.72612192174479,0.06304632244013351,0.19579984997916797,0.03870023871830821,0.27522473467092873,0.1757747535875304,0.0355225610909189,0.18159966720735338,0.0973781947457925
C100081,48,Female,23048,Jaipur,169,2,481.2653349883291,240.63266749416454,21.007589244549727,0.09535857223379611,0.028090493047024396,0.08808203057247044,0.3570292132551334,0.09362373099551521,0.04193066914778259,0.03576079283034594,0.3554830701517278
C100082,65,Female,57489,Delhi,11,5,1389.6254799222256,277.92509598444514,1.5624609136208667,1.0894837280788723,0.21437862323812742,0.2324731720294005,0.09327947882842158,0.3881039709957059,0.04905584479005241,0.020942036671315202,0.0017668734469768576
C100083,32,Female,73622,Bengaluru,189,4,1151.62079870123,287.9051996753075,8.213067966391035,0.2832322438033935,0.1898381836938024,0.003571131631012888,0.1374708733574847,0.08786549203836568,0.20843244441639772,0.22148579322492304,0.1513360816380136
C100084,25,Male,53250,Chennai,300,5,1092.9357675162582,218.58715350325164,54.760591538332115,0.05006689118979101,0.37497195542028267,0.03966791503039091,0.02030585065166032,0.03562132912896096,0.17209420438125209,0.18274420767879956,0.1745945377086534
C100085,31,Female,29727,Delhi,31,7,1261.6187293912733,180.23124705589618,37.39813495370219,0.08019768526239134,0.4565598847501013,0.19730146702985002,0.019947665993440687,0.025620991285944143,0.07378984845949271,0.035482689304162714,0.1912974531770084
C100086,40,Female,8000,Chennai,38,8,1074.9305869707373,134.36632337134216,10.579236505268078,0.2761170458761778,0.3844863798778274,0.2609509951774944,0.02633332599367618,0.07479249670045882,0.08118218972849922,0.024922467627071072,0.14733214489497282
C100087,57,Female,90375,Hyderabad,198,3,319.0135497476107,106.33784991587022,220.46329107470228,0.010775123721587631,0.10508845621502413,0.34492498189768017,0.15080163842511524,0.07465789295595843,0.14980335501008232,0.003483139427563136,0.17124053606857662
C100088,38,Female,105452,Jaipur,184,6,764.8577757060434,127.47629595100723,39.37083527716066,0.07297124592123386,0.172030479201429,0.021646949011908435,0.08422039073583754,0.31721879257574565,0.026323107640418324,0.35136687638837455,0.027193404446286467
C100089,33,Male,72100,Kolkata,189,5,1239.6703924912604,247.93407849825206,40.22513863134192,0.06771983216826796,0.594960550700167,0.011553287154998107,0.2061935643019954,0.11478111041755076,0.02718187316955107,0.015822381628587998,0.02950723262714981
C100090,62,Male,49290,Pune,198,5,853.35625559202,170.671251118404,6.375092328504462,0.37853891787062877,0.07786295131098293,0.13548958091703375,0.5252574620419321,0.10486940328542378,0.06151054027692591,0.024643981288928703,0.07036608087877284
C100091,35,Female,33416,Bengaluru,50,8,1695.6547631206276,211.95684539007846,91.89972023947531,0.0344158687356051,0.08534458230973037,0.02372742720160687,0.14286488200482383,0.07473524103096227,0.2892797932733667,0.09971100417842284,0.284337070001087
C100092,64,Male,53888,Mumbai,360,10,1185.5424773431778,118.55424773431778,69.0339804480185,0.04851780879883587,0.005300778291913057,0.09532636547435112,0.015251976399356187,0.4069505207226147,0.014334445377229525,0.36448268948097506,0.09835322425356048
C100093,41,Male,90074,Hyderabad,274,8,2438.919868478054,304.86498355975675,29.55656861014575,0.10463297165751259,0.152302216816145,0.28063280355557785,0.11922490341634254,0.1605687715773254,0.036643588743393456,0.19739853901774101,0.05322917687347484
C100094,43,Male,66545,Chennai,16,7,977.6787773600837,139.66839676572624,5.7791292609054565,0.45425325630515107,0.020420028046505556,0.11421942347019766,0.05307325991926509,0.3764665751318845,0.09632970066383668,0.25549866525875725,0.08399234750955334
C100095,42,Male,8000,Pune,5,4,1856.953474392923,464.23836859823075,35.28986755366768,0.07190541295239239,0.20425046027947608,0.0021412425930339395,0.017759722319917737,0.5706165289936783,0.008918487850905222,0.17127924956827603,0.02503430839471281
C100096,62,Female,98105,Hyderabad,300,3,825.6674758393076,275.22249194643587,8.253656421568422,0.25787583333631403,0.047453241227771586,0.039869759959005484,0.15340369160210407,0.3398754503740874,0.0022874970745613487,0.16303416239998397,0.25407619736248627
C100097,58,Female,70355,Pune,29,5,1671.9111217762975,334.3822243552595,62.90226391546205,0.04368795873838438,0.06352247270837898,0.5380242547101911,0.11411964285118228,0.005021113559738485,0.12043518002083486,0.011134295504827307,0.14774304064484683
C100098,46,Male,17839,Chennai,162,7,1706.1588187816335,243.73697411166194,58.948664309367835,0.051367975869958275,0.018693012355167803,0.10177890404773454,0.03285969854380375,0.47106044155191007,0.29645740067957493,0.02042908266221289,0.058721460159596096
C100099,32,Male,67748,Hyderabad,130,7,1462.4360444743124,208.91943492490176,21.231251179841806,0.13851858884452353,0.17182816789434507,0.3125149333928517,0.015057276835897849,0.4322901023321553,0.012354223944789371,0.04493759967879017,0.011017695921170427
C100100,62,Male,56237,Delhi,154,9,834.7858619041021,92.75398465601135,77.57814655586924,0.042029307609666,0.015145127368608308,0.4988882021456314,0.011377119363756164,0.056535817438669526,0.2314424425504674,0.050365270115078235,0.13624602101778904
C100101,18,Male,56127,Delhi,115,5,1213.602709413954,242.7205418827908,7.727040796311603,0.31989760726315897,0.03596723682622007,0.015975994946014843,0.18907775660262965,0.13945266121359304,0.33879240954712775,0.2559520532441073,0.02478188762030732
C100102,42,Male,19759,Bengaluru,40,7,1176.74871654045,168.10695950577858,4.15082359625337,0.5978542041159737,0.16063091713043656,0.029446947564043674,0.1504947253396055,0.0018706258022924086,0.15409568484172742,0.2491868138296318,0.2542742854922627
C100103,24,Female,42163,Bengaluru,108,8,389.12514797129575,48.64064349641197,50.9416552711436,0.06155415264773917,0.16307226054265092,0.13673729179465074,0.2671142471090579,0.1658135199360271,0.005676617267308807,0.13037604813885506,0.1312100152114494
C100104,26,Male,8000,Delhi,91,5,1111.5138862008025,222.3027772401605,31.42234454572703,0.08610603299495143,0.11624235644379918,0.09376958715667569,0.05794398711159789,0.1896185395377258,0.06833928581944759,0.27587020069019075,0.19821604324056322
C100105,41,Female,86780,Hyderabad,43,3,730.3881923272302,243.46273077574338,12.431974819554501,0.17765774528149667,0.23543571330346272,0.032079753753282834,0.22016697588040685,0.28941103281403036,0.04351816861372425,0.08610605767886699,0.09328229795622606
C100106,18,Female,24289,Jaipur,51,8,952.4613636226145,119.05767045282681,47.150765149145954,0.06640028600652316,0.012844725397342003,0.09857695739302247,0.12019233972965838,0.23187633114154024,0.07433618936091069,0.05350275462309453,0.40867070235443176
C100107,61,Female,83666,Kolkata,125,4,931.1410034348382,232.78525085870956,3.0007075707055577,0.652244100903857,0.013460722653970195,0.023659175954966506,0.18570822767860984,0.007119187539925988,0.025743892150096974,0.2972644743695548,0.44704431965287583
C100108,25,Male,68433,Bengaluru,216,7,880.9499298031465,125.84998997187806,5.1594645157078824,0.49995280171297946,0.3920812844121755,0.006217291277425478,0.013554664571487568,0.014955205739532467,0.40643910065625743,0.07488963251132014,0.09186282083180143
C100109,41,Female,38118,Bengaluru,108,4,964.7722294832259,241.19305737080649,33.40408664888375,0.07584674283218516,0.026158062056484913,0.1494102440151436,0.09304792408174871,0.36738240545593553,0.1379428043546891,0.20574056634697635,0.02031799368902164
C100110,28,Male,27543,Delhi,69,3,484.5799622659092,161.5266540886364,5.485279385565534,0.367955521921096,0.05654426835133451,0.08496158164627227,0.14378019135220968,0.1343069848112342,0.23922986870789342,0.07013504582459525,0.2710420593064607
C100111,68,Female,56282,Pune,15,8,1587.3390090479284,198.41737613099104,3.7548182037680338,0.672417838142061,0.07571534292474058,0.1314639280411014,0.15259461889013076,0.06831885143270311,0.4877130025373699,0.06907678957356524,0.015117466600389111
C100112,34,Male,82548,Hyderabad,2,2,391.29291908905316,195.64645954452658,38.74663252279183,0.052799750707552565,0.0643428906154469,0.0013456598130552038,0.07846864600488027,0.07314102290533347,0.18949291385170058,0.11544622847304083,0.47776263833654264
C100113,25,Female,74387,Bengaluru,11,7,1216.2976203160504,173.75680290229292,2.6922642047721093,0.8340252405826691,0.027837088988567345,0.1356476730591541,0.12348337463548492,0.2465604079345245,0.2574768717511449,0.17730733750589206,0.03168724612523212
C100114,52,Male,66957,Delhi,8,6,1025.6650643319495,170.94417738865823,11.101743695008253,0.2434285689152752,0.15554424401298922,0.05762456137591551,0.39670267676687726,0.011774745902553814,0.09113513494029192,0.2628890144619766,0.024329622539395752
C100115,52,Female,45106,Hyderabad,21,5,819.2153737460654,163.8430747492131,38.114134293531365,0.07137469663210089,0.05658128472490957,0.4423721338436428,0.04669556736307786,0.044181888916373493,0.21560754780465394,0.007535888103243004,0.18702568924409937
C100116,50,Female,74485,Jaipur,280,3,864.6316103636788,288.2105367878929,30.999377503517177,0.07457314945759816,0.015471810965714164,0.1554022635320207,0.48740848887232224,0.1172906729938026,0.055603632666538554,0.16153227196473746,0.007290859004864225
